Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,symbol,country,country_name
2019-07-10,8183.18994140625,8228.599609375,8160.56005859375,8202.5302734375,2066640000,0.0,0.0,^IXIC,USA,United States
2019-07-11,8219.2802734375,8226.1796875,8171.6298828125,8196.0400390625,1970690000,0.0,0.0,^IXIC,USA,United States
2019-07-12,8209.2001953125,8245.66015625,8201.51953125,8244.1396484375,1835960000,0.0,0.0,^IXIC,USA,United States
2019-07-15,8263.1796875,8264.7802734375,8236.26953125,8258.1904296875,1790770000,0.0,0.0,^IXIC,USA,United States
2019-07-16,8251.66015625,8259.75,8204.23046875,8222.7998046875,1947010000,0.0,0.0,^IXIC,USA,United States
2019-07-17,8224.0,8230.669921875,8184.66015625,8185.2099609375,1887120000,0.0,0.0,^IXIC,USA,United States
2019-07-18,8151.759765625,8215.580078125,8135.1201171875,8207.240234375,2063790000,0.0,0.0,^IXIC,USA,United States
2019-07-19,8241.33984375,8245.7802734375,8144.6298828125,8146.490234375,1893050000,0.0,0.0,^IXIC,USA,United States
2019-07-22,8171.990234375,8218.419921875,8171.5400390625,8204.1396484375,1860440000,0.0,0.0,^IXIC,USA,United States
2019-07-23,8242.5,8251.830078125,8193.8896484375,8251.400390625,1845050000,0.0,0.0,^IXIC,USA,United States
2019-07-24,8227.3603515625,8321.8095703125,8226.5,8321.5,1953670000,0.0,0.0,^IXIC,USA,United States
2019-07-25,8294.6796875,8295.9501953125,8233.400390625,8238.5400390625,2058090000,0.0,0.0,^IXIC,USA,United States
2019-07-26,8294.2998046875,8339.6396484375,8291.1201171875,8330.2099609375,1975110000,0.0,0.0,^IXIC,USA,United States
2019-07-29,8325.099609375,8325.2802734375,8247.3701171875,8293.330078125,1882980000,0.0,0.0,^IXIC,USA,United States
2019-07-30,8231.76953125,8295.4599609375,8228.01953125,8273.6103515625,1893610000,0.0,0.0,^IXIC,USA,United States
2019-07-31,8290.7998046875,8299.830078125,8110.02001953125,8175.419921875,2679230000,0.0,0.0,^IXIC,USA,United States
2019-08-01,8190.56005859375,8311.0400390625,8080.52001953125,8111.1201171875,2815420000,0.0,0.0,^IXIC,USA,United States
2019-08-02,8056.419921875,8068.7998046875,7953.669921875,8004.06982421875,2262550000,0.0,0.0,^IXIC,USA,United States
2019-08-05,7823.330078125,7836.4501953125,7662.89990234375,7726.0400390625,2661780000,0.0,0.0,^IXIC,USA,United States
2019-08-06,7804.509765625,7845.009765625,7739.56982421875,7833.27001953125,2217620000,0.0,0.0,^IXIC,USA,United States
2019-08-07,7747.27001953125,7881.3798828125,7702.419921875,7862.830078125,2470170000,0.0,0.0,^IXIC,USA,United States
2019-08-08,7921.58984375,8041.1201171875,7896.14990234375,8039.16015625,2442950000,0.0,0.0,^IXIC,USA,United States
2019-08-09,7997.18994140625,8020.56005859375,7910.35009765625,7959.14013671875,2221180000,0.0,0.0,^IXIC,USA,United States
2019-08-12,7907.490234375,7924.990234375,7833.7900390625,7863.41015625,2068920000,0.0,0.0,^IXIC,USA,United States
2019-08-13,7852.3701171875,8065.240234375,7851.580078125,8016.35986328125,2353570000,0.0,0.0,^IXIC,USA,United States
2019-08-14,7877.330078125,7900.27978515625,7762.8701171875,7773.93994140625,2543670000,0.0,0.0,^IXIC,USA,United States
2019-08-15,7790.2001953125,7805.93017578125,7716.5498046875,7766.6201171875,2190810000,0.0,0.0,^IXIC,USA,United States
2019-08-16,7828.35009765625,7907.52001953125,7828.35009765625,7895.990234375,2018710000,0.0,0.0,^IXIC,USA,United States
2019-08-19,8006.18017578125,8026.75,7895.990234375,8002.81005859375,1946440000,0.0,0.0,^IXIC,USA,United States
2019-08-20,7989.35986328125,8010.580078125,7948.08984375,7948.56005859375,1750730000,0.0,0.0,^IXIC,USA,United States
2019-08-21,8017.06982421875,8036.93994140625,7998.5,8020.2099609375,1721410000,0.0,0.0,^IXIC,USA,United States
2019-08-22,8038.7900390625,8048.580078125,7937.1201171875,7991.39013671875,1780760000,0.0,0.0,^IXIC,USA,United States
2019-08-23,7943.64990234375,8005.33984375,7730.77001953125,7751.77001953125,2214370000,0.0,0.0,^IXIC,USA,United States
2019-08-26,7829.580078125,7856.0400390625,7789.0498046875,7853.740234375,1691990000,0.0,0.0,^IXIC,USA,United States
2019-08-27,7908.77978515625,7916.830078125,7795.18017578125,7826.9501953125,1914930000,0.0,0.0,^IXIC,USA,United States
2019-08-28,7798.35009765625,7866.8701171875,7766.669921875,7856.8798828125,1663450000,0.0,0.0,^IXIC,USA,United States
2019-08-29,7945.77978515625,7992.2900390625,7925.830078125,7973.39013671875,1703760000,0.0,0.0,^IXIC,USA,United States
2019-08-30,8015.16015625,8017.91015625,7914.740234375,7962.8798828125,1668110000,0.0,0.0,^IXIC,USA,United States
2019-09-03,7906.43994140625,7940.3701171875,7847.31982421875,7874.16015625,1938780000,0.0,0.0,^IXIC,USA,United States
